time_period,la_name,tenure,housing,number_of_bedrooms,education_phase,education_type,geographic_level,number_of_pupils,completed_properties_up_to_FY,pupil_yield,completed_properties_up_to_FYAbs,pupil_yieldAbs
201213,LA3,Affordable,All,All,SP/Alternative,Special School,District,11,755,0.014569536,134,0.082089552
201213,LA3,Affordable,All,All,Secondary,Mainstream,District,130,755,0.17218543,134,0.970149254
201213,LA3,Market,All,All,Early Years,Mainstream,District,112,1632,0.068627451,490,0.228571429
201213,LA3,Market,All,All,Post-16,Mainstream,District,76,1632,0.046568627,490,0.155102041
201213,LA3,Market,All,All,Primary,Mainstream,District,323,1632,0.197916667,490,0.659183673
201213,LA3,Market,All,All,SP/Alternative,Special School,District,2,1632,0.00122549,490,0.004081633
201213,LA3,Market,All,All,Secondary,Mainstream,District,142,1632,0.087009804,490,0.289795918
201213,LA1,Affordable,All,All,Early Years,Mainstream,District,21,171,0.122807018,53,0.396226415
201213,LA1,Affordable,All,All,Post-16,Mainstream,District,22,171,0.128654971,53,0.41509434
201213,LA1,Affordable,All,All,Primary,Mainstream,District,71,171,0.415204678,53,1.339622642
201213,LA1,Affordable,All,All,SP/Alternative,Special School,District,2,171,0.011695906,53,0.037735849
201213,LA1,Affordable,All,All,Secondary,Mainstream,District,35,171,0.204678363,53,0.660377358
201213,LA1,Market,All,All,Early Years,Mainstream,District,14,267,0.052434457,149,0.093959732
201213,LA1,Market,All,All,Post-16,Mainstream,District,11,267,0.041198502,149,0.073825503
201213,LA1,Market,All,All,Primary,Mainstream,District,38,267,0.142322097,149,0.255033557
201213,LA1,Market,All,All,SP/Alternative,Special School,District,3,267,0.011235955,149,0.020134228
201213,LA1,Market,All,All,Secondary,Mainstream,District,14,267,0.052434457,149,0.093959732
201213,LA4,Affordable,All,All,Early Years,Mainstream,District,50,420,0.119047619,162,0.308641975
201213,LA4,Affordable,All,All,Post-16,Mainstream,District,26,420,0.061904762,162,0.160493827
201213,LA4,Affordable,All,All,Primary,Mainstream,District,132,420,0.314285714,162,0.814814815
201213,LA4,Affordable,All,All,SP/Alternative,Special School,District,6,420,0.014285714,162,0.037037037
201213,LA4,Affordable,All,All,Secondary,Mainstream,District,58,420,0.138095238,162,0.358024691
201213,LA4,Market,All,All,Early Years,Mainstream,District,11,299,0.036789298,147,0.074829932
201213,LA4,Market,All,All,Post-16,Mainstream,District,5,299,0.016722408,299,0.016722408
201213,LA4,Market,All,All,Primary,Mainstream,District,28,299,0.093645485,147,0.19047619
201213,LA4,Market,All,All,SP/Alternative,Special School,District,1,299,0.003344482,299,0.003344482
201213,LA4,Market,All,All,Secondary,Mainstream,District,9,299,0.030100334,147,0.06122449
201213,LA2,Affordable,All,All,Early Years,Mainstream,District,150,1259,0.119142176,450,0.333333333
201213,LA2,Affordable,All,All,Post-16,Mainstream,District,124,1259,0.098490866,450,0.275555556
201213,LA2,Affordable,All,All,Primary,Mainstream,District,478,1259,0.379666402,450,1.062222222
201213,LA2,Affordable,All,All,SP/Alternative,Special School,District,15,1259,0.011914218,450,0.033333333
201213,LA2,Affordable,All,All,Secondary,Mainstream,District,218,1259,0.173153296,450,0.484444444
201213,LA2,Market,All,All,Early Years,Mainstream,District,214,3254,0.065765212,1260,0.16984127
201213,LA2,Market,All,All,Post-16,Mainstream,District,170,3254,0.052243393,1260,0.134920635
201213,LA2,Market,All,All,Primary,Mainstream,District,738,3254,0.226797787,1260,0.585714286
201213,LA2,Market,All,All,SP/Alternative,Special School,District,12,3254,0.003687769,1260,0.00952381
201213,LA2,Market,All,All,Secondary,Mainstream,District,358,3254,0.110018439,1260,0.284126984
201314,LA3,Affordable,All,All,Early Years,Mainstream,District,130,853,0.152403283,98,1.326530612
201314,LA3,Affordable,All,All,Post-16,Mainstream,District,111,853,0.130128957,98,1.132653061
201314,LA3,Affordable,All,All,Primary,Mainstream,District,356,853,0.417350528,98,3.632653061
201314,LA3,Affordable,All,All,SP/Alternative,Special School,District,11,853,0.012895662,98,0.112244898
201314,LA3,Affordable,All,All,Secondary,Mainstream,District,160,853,0.187573271,98,1.632653061
201314,LA3,Market,All,All,Early Years,Mainstream,District,164,2153,0.076172782,521,0.314779271
201314,LA3,Market,All,All,Post-16,Mainstream,District,104,2153,0.048304691,521,0.199616123
201314,LA3,Market,All,All,Primary,Mainstream,District,463,2153,0.215048769,521,0.888675624
201314,LA3,Market,All,All,SP/Alternative,Special School,District,3,2153,0.001393405,521,0.005758157
201314,LA3,Market,All,All,Secondary,Mainstream,District,189,2153,0.087784487,521,0.362763916
201314,LA1,Affordable,All,All,Early Years,Mainstream,District,30,204,0.147058824,33,0.909090909
201314,LA1,Affordable,All,All,Post-16,Mainstream,District,24,204,0.117647059,33,0.727272727
201314,LA1,Affordable,All,All,Primary,Mainstream,District,100,204,0.490196078,33,3.03030303
201314,LA1,Affordable,All,All,SP/Alternative,Special School,District,2,204,0.009803922,33,0.060606061
201314,LA1,Affordable,All,All,Secondary,Mainstream,District,51,204,0.25,33,1.545454545
201314,LA1,Market,All,All,Early Years,Mainstream,District,28,410,0.068292683,143,0.195804196
201314,LA1,Market,All,All,Post-16,Mainstream,District,15,410,0.036585366,143,0.104895105
201314,LA1,Market,All,All,Primary,Mainstream,District,80,410,0.195121951,143,0.559440559
201314,LA1,Market,All,All,SP/Alternative,Special School,District,5,410,0.012195122,143,0.034965035
201314,LA1,Market,All,All,Secondary,Mainstream,District,22,410,0.053658537,143,0.153846154
201314,LA4,Affordable,All,All,Early Years,Mainstream,District,64,570,0.112280702,150,0.426666667
201314,LA4,Affordable,All,All,Post-16,Mainstream,District,42,570,0.073684211,150,0.28
201314,LA4,Affordable,All,All,Primary,Mainstream,District,169,570,0.296491228,150,1.126666667
201314,LA4,Affordable,All,All,SP/Alternative,Special School,District,6,570,0.010526316,150,0.04
201314,LA4,Affordable,All,All,Secondary,Mainstream,District,70,570,0.122807018,150,0.466666667
201314,LA4,Market,All,All,Early Years,Mainstream,District,26,433,0.060046189,134,0.194029851
201314,LA4,Market,All,All,Post-16,Mainstream,District,6,433,0.013856813,134,0.044776119
201314,LA4,Market,All,All,Primary,Mainstream,District,57,433,0.131639723,134,0.425373134
201314,LA4,Market,All,All,SP/Alternative,Special School,District,4,433,0.009237875,134,0.029850746
201314,LA4,Market,All,All,Secondary,Mainstream,District,18,433,0.041570439,134,0.134328358
201314,LA2,Affordable,All,All,Early Years,Mainstream,District,298,1752,0.170091324,493,0.604462475
201314,LA2,Affordable,All,All,Post-16,Mainstream,District,163,1752,0.09303653,493,0.330628803
201314,LA2,Affordable,All,All,Primary,Mainstream,District,700,1752,0.399543379,493,1.419878296
201314,LA2,Affordable,All,All,SP/Alternative,Special School,District,19,1752,0.010844749,493,0.038539554
201314,LA2,Affordable,All,All,Secondary,Mainstream,District,304,1752,0.173515982,493,0.61663286
201314,LA2,Market,All,All,Early Years,Mainstream,District,336,4241,0.079226598,987,0.340425532
201314,LA2,Market,All,All,Post-16,Mainstream,District,231,4241,0.054468286,987,0.234042553
201314,LA2,Market,All,All,Primary,Mainstream,District,1052,4241,0.248054704,987,1.06585613
201314,LA2,Market,All,All,SP/Alternative,Special School,District,14,4241,0.003301108,987,0.014184397
201314,LA2,Market,All,All,Secondary,Mainstream,District,487,4241,0.114831408,987,0.493414387
201415,LA3,Affordable,All,All,Early Years,Mainstream,District,129,976,0.132172131,123,1.048780488
201415,LA3,Affordable,All,All,Post-16,Mainstream,District,108,976,0.110655738,123,0.87804878
201415,LA3,Affordable,All,All,Primary,Mainstream,District,434,976,0.444672131,123,3.528455285
201415,LA3,Affordable,All,All,SP/Alternative,Special School,District,18,976,0.018442623,123,0.146341463
201415,LA3,Affordable,All,All,Secondary,Mainstream,District,212,976,0.217213115,123,1.723577236
201415,LA3,Market,All,All,Early Years,Mainstream,District,253,2579,0.098100039,426,0.593896714
201415,LA3,Market,All,All,Post-16,Mainstream,District,110,2579,0.042652191,426,0.258215962
201415,LA3,Market,All,All,Primary,Mainstream,District,613,2579,0.237689027,426,1.438967136
201415,LA3,Market,All,All,SP/Alternative,Special School,District,1,2579,0.000387747,426,0.002347418
201415,LA3,Market,All,All,Secondary,Mainstream,District,225,2579,0.087243117,426,0.528169014
201415,LA1,Affordable,All,All,Early Years,Mainstream,District,50,238,0.210084034,34,1.470588235
201415,LA1,Affordable,All,All,Post-16,Mainstream,District,29,238,0.121848739,34,0.852941176
201415,LA1,Affordable,All,All,Primary,Mainstream,District,123,238,0.516806723,34,3.617647059
201415,LA1,Affordable,All,All,SP/Alternative,Special School,District,8,238,0.033613445,34,0.235294118
201415,LA1,Affordable,All,All,Secondary,Mainstream,District,59,238,0.24789916,34,1.735294118
201415,LA1,Market,All,All,Early Years,Mainstream,District,38,565,0.067256637,155,0.24516129
201415,LA1,Market,All,All,Post-16,Mainstream,District,19,565,0.033628319,155,0.122580645
201415,LA1,Market,All,All,Primary,Mainstream,District,108,565,0.191150442,155,0.696774194
201415,LA1,Market,All,All,SP/Alternative,Special School,District,5,565,0.008849558,155,0.032258065
201415,LA1,Market,All,All,Secondary,Mainstream,District,29,565,0.051327434,155,0.187096774
201415,LA4,Affordable,All,All,Early Years,Mainstream,District,82,714,0.114845938,144,0.569444444
201415,LA4,Affordable,All,All,Post-16,Mainstream,District,40,714,0.056022409,144,0.277777778
201415,LA4,Affordable,All,All,Primary,Mainstream,District,260,714,0.364145658,144,1.805555556
201415,LA4,Affordable,All,All,SP/Alternative,Special School,District,15,714,0.021008403,144,0.104166667
201415,LA4,Affordable,All,All,Secondary,Mainstream,District,118,714,0.165266106,144,0.819444444
201415,LA4,Market,All,All,Early Years,Mainstream,District,46,611,0.075286416,178,0.258426966
201415,LA4,Market,All,All,Post-16,Mainstream,District,13,611,0.021276596,178,0.073033708
201415,LA4,Market,All,All,Primary,Mainstream,District,80,611,0.130932897,178,0.449438202
201415,LA4,Market,All,All,SP/Alternative,Special School,District,2,611,0.003273322,178,0.011235955
201415,LA4,Market,All,All,Secondary,Mainstream,District,25,611,0.04091653,178,0.140449438
201415,LA2,Affordable,All,All,Early Years,Mainstream,District,376,2070,0.181642512,318,1.182389937
201415,LA2,Affordable,All,All,Post-16,Mainstream,District,198,2070,0.095652174,318,0.622641509
201415,LA2,Affordable,All,All,Primary,Mainstream,District,947,2070,0.457487923,318,2.977987421
201415,LA2,Affordable,All,All,SP/Alternative,Mainstream,District,2,2070,0.000966184,2070,0.000966184
201415,LA2,Affordable,All,All,SP/Alternative,Special School,District,20,2070,0.009661836,318,0.062893082
201415,LA2,Affordable,All,All,Secondary,Mainstream,District,370,2070,0.178743961,318,1.163522013
201415,LA2,Market,All,All,Early Years,Mainstream,District,497,5715,0.086964129,1474,0.337177748
201415,LA2,Market,All,All,Post-16,Mainstream,District,310,5715,0.05424322,1474,0.210312076
201415,LA2,Market,All,All,Primary,Mainstream,District,1491,5715,0.260892388,1474,1.011533243
201415,LA2,Market,All,All,SP/Alternative,Mainstream,District,6,5715,0.001049869,5715,0.001049869
201415,LA2,Market,All,All,SP/Alternative,Special School,District,16,5715,0.00279965,1474,0.010854817
201415,LA2,Market,All,All,Secondary,Mainstream,District,677,5715,0.118460192,1474,0.459294437
201516,LA3,Affordable,All,All,Early Years,Mainstream,District,123,1041,0.11815562,65,1.892307692
201516,LA3,Affordable,All,All,Post-16,Mainstream,District,95,1041,0.091258405,65,1.461538462
201516,LA3,Affordable,All,All,Primary,Mainstream,District,474,1041,0.455331412,65,7.292307692
201516,LA3,Affordable,All,All,SP/Alternative,Mainstream,District,5,1041,0.004803074,1041,0.004803074
201516,LA3,Affordable,All,All,SP/Alternative,Special School,District,19,1041,0.018251681,65,0.292307692
201516,LA3,Affordable,All,All,Secondary,Mainstream,District,239,1041,0.229586936,65,3.676923077
201516,LA3,Market,All,All,Early Years,Mainstream,District,262,2961,0.08848362,382,0.685863874
201516,LA3,Market,All,All,Post-16,Mainstream,District,157,2961,0.053022627,382,0.410994764
201516,LA3,Market,All,All,Primary,Mainstream,District,782,2961,0.264099966,382,2.047120419
201516,LA3,Market,All,All,SP/Alternative,Mainstream,District,1,2961,0.000337724,2961,0.000337724
201516,LA3,Market,All,All,SP/Alternative,Special School,District,2,2961,0.000675447,382,0.005235602
201516,LA3,Market,All,All,Secondary,Mainstream,District,255,2961,0.086119554,382,0.667539267
201516,LA1,Affordable,All,All,Early Years,Mainstream,District,33,324,0.101851852,86,0.38372093
201516,LA1,Affordable,All,All,Post-16,Mainstream,District,36,324,0.111111111,86,0.418604651
201516,LA1,Affordable,All,All,Primary,Mainstream,District,186,324,0.574074074,86,2.162790698
201516,LA1,Affordable,All,All,SP/Alternative,Special School,District,7,324,0.021604938,86,0.081395349
201516,LA1,Affordable,All,All,Secondary,Mainstream,District,69,324,0.212962963,86,0.802325581
201516,LA1,Market,All,All,Early Years,Mainstream,District,65,873,0.074455899,308,0.211038961
201516,LA1,Market,All,All,Post-16,Mainstream,District,33,873,0.037800687,308,0.107142857
201516,LA1,Market,All,All,Primary,Mainstream,District,209,873,0.239404353,308,0.678571429
201516,LA1,Market,All,All,SP/Alternative,Special School,District,6,873,0.006872852,308,0.019480519
201516,LA1,Market,All,All,Secondary,Mainstream,District,62,873,0.071019473,308,0.201298701
201516,LA4,Affordable,All,All,Early Years,Mainstream,District,89,729,0.122085048,15,5.933333333
201516,LA4,Affordable,All,All,Post-16,Mainstream,District,49,729,0.067215364,15,3.266666667
201516,LA4,Affordable,All,All,Primary,Mainstream,District,273,729,0.374485597,15,18.2
201516,LA4,Affordable,All,All,SP/Alternative,Special School,District,25,729,0.034293553,15,1.666666667
201516,LA4,Affordable,All,All,Secondary,Mainstream,District,118,729,0.161865569,15,7.866666667
201516,LA4,Market,All,All,Early Years,Mainstream,District,58,692,0.083815029,81,0.716049383
201516,LA4,Market,All,All,Post-16,Mainstream,District,12,692,0.01734104,81,0.148148148
201516,LA4,Market,All,All,Primary,Mainstream,District,111,692,0.160404624,81,1.37037037
201516,LA4,Market,All,All,SP/Alternative,Special School,District,1,692,0.001445087,81,0.012345679
201516,LA4,Market,All,All,Secondary,Mainstream,District,39,692,0.056358382,81,0.481481481
201516,LA2,Affordable,All,All,Early Years,Mainstream,District,459,2397,0.191489362,327,1.403669725
201516,LA2,Affordable,All,All,Post-16,Mainstream,District,221,2397,0.092198582,327,0.675840979
201516,LA2,Affordable,All,All,Primary,Mainstream,District,1155,2397,0.481852315,327,3.532110092
201516,LA2,Affordable,All,All,SP/Alternative,Mainstream,District,3,2397,0.001251564,327,0.009174312
201516,LA2,Affordable,All,All,SP/Alternative,Special School,District,28,2397,0.011681268,327,0.085626911
201516,LA2,Affordable,All,All,Secondary,Mainstream,District,457,2397,0.190654985,327,1.397553517
201516,LA2,Market,All,All,Early Years,Mainstream,District,584,7039,0.08296633,1324,0.441087613
201516,LA2,Market,All,All,Post-16,Mainstream,District,362,7039,0.05142776,1324,0.273413897
201516,LA2,Market,All,All,Primary,Mainstream,District,1906,7039,0.270777099,1324,1.439577039
201516,LA2,Market,All,All,SP/Alternative,Mainstream,District,7,7039,0.000994459,1324,0.005287009
201516,LA2,Market,All,All,SP/Alternative,Special School,District,24,7039,0.003409575,1324,0.018126888
201516,LA2,Market,All,All,Secondary,Mainstream,District,858,7039,0.121892314,1324,0.648036254
201617,LA3,Affordable,All,All,Early Years,Mainstream,District,125,1130,0.110619469,89,1.404494382
201617,LA3,Affordable,All,All,Post-16,Mainstream,District,115,1130,0.101769912,89,1.292134831
201617,LA3,Affordable,All,All,Primary,Mainstream,District,509,1130,0.450442478,89,5.719101124
201617,LA3,Affordable,All,All,SP/Alternative,Mainstream,District,9,1130,0.007964602,89,0.101123596
201617,LA3,Affordable,All,All,SP/Alternative,Special School,District,20,1130,0.017699115,89,0.224719101
201617,LA3,Affordable,All,All,Secondary,Mainstream,District,263,1130,0.232743363,89,2.95505618
201617,LA3,Market,All,All,Early Years,Mainstream,District,281,3418,0.08221182,457,0.61487965
201617,LA3,Market,All,All,Post-16,Mainstream,District,162,3418,0.047396138,457,0.354485777
201617,LA3,Market,All,All,Primary,Mainstream,District,990,3418,0.289643066,457,2.166301969
201617,LA3,Market,All,All,SP/Alternative,Mainstream,District,6,3418,0.001755413,457,0.013129103
201617,LA3,Market,All,All,SP/Alternative,Special School,District,8,3418,0.00234055,457,0.01750547
201617,LA3,Market,All,All,Secondary,Mainstream,District,316,3418,0.092451726,457,0.691466083
201617,LA1,Affordable,All,All,Early Years,Mainstream,District,49,379,0.129287599,55,0.890909091
201617,LA1,Affordable,All,All,Post-16,Mainstream,District,39,379,0.102902375,55,0.709090909
201617,LA1,Affordable,All,All,Primary,Mainstream,District,201,379,0.530343008,55,3.654545455
201617,LA1,Affordable,All,All,SP/Alternative,Mainstream,District,2,379,0.005277045,379,0.005277045
201617,LA1,Affordable,All,All,SP/Alternative,Special School,District,9,379,0.023746702,55,0.163636364
201617,LA1,Affordable,All,All,Secondary,Mainstream,District,88,379,0.232189974,55,1.6
201617,LA1,Market,All,All,Early Years,Mainstream,District,85,1120,0.075892857,247,0.344129555
201617,LA1,Market,All,All,Post-16,Mainstream,District,46,1120,0.041071429,247,0.186234818
201617,LA1,Market,All,All,Primary,Mainstream,District,292,1120,0.260714286,247,1.182186235
201617,LA1,Market,All,All,SP/Alternative,Mainstream,District,2,1120,0.001785714,1120,0.001785714
201617,LA1,Market,All,All,SP/Alternative,Special School,District,7,1120,0.00625,247,0.028340081
201617,LA1,Market,All,All,Secondary,Mainstream,District,107,1120,0.095535714,247,0.433198381
201617,LA4,Affordable,All,All,Early Years,Mainstream,District,79,754,0.104774536,25,3.16
201617,LA4,Affordable,All,All,Post-16,Mainstream,District,55,754,0.072944297,25,2.2
201617,LA4,Affordable,All,All,Primary,Mainstream,District,326,754,0.432360743,25,13.04
201617,LA4,Affordable,All,All,SP/Alternative,Mainstream,District,3,754,0.00397878,754,0.00397878
201617,LA4,Affordable,All,All,SP/Alternative,Special School,District,29,754,0.038461538,25,1.16
201617,LA4,Affordable,All,All,Secondary,Mainstream,District,138,754,0.183023873,25,5.52
201617,LA4,Market,All,All,Early Years,Mainstream,District,57,934,0.061027837,242,0.23553719
201617,LA4,Market,All,All,Post-16,Mainstream,District,15,934,0.016059957,242,0.061983471
201617,LA4,Market,All,All,Primary,Mainstream,District,167,934,0.178800857,242,0.690082645
201617,LA4,Market,All,All,SP/Alternative,Mainstream,District,1,934,0.001070664,934,0.001070664
201617,LA4,Market,All,All,SP/Alternative,Special School,District,3,934,0.003211991,242,0.012396694
201617,LA4,Market,All,All,Secondary,Mainstream,District,45,934,0.048179872,242,0.185950413
201617,LA2,Affordable,All,All,Early Years,Mainstream,District,463,2583,0.179248935,186,2.489247312
201617,LA2,Affordable,All,All,Post-16,Mainstream,District,224,2583,0.086720867,186,1.204301075
201617,LA2,Affordable,All,All,Primary,Mainstream,District,1413,2583,0.547038328,186,7.596774194
201617,LA2,Affordable,All,All,SP/Alternative,Mainstream,District,7,2583,0.002710027,186,0.037634409
201617,LA2,Affordable,All,All,SP/Alternative,Special School,District,36,2583,0.013937282,186,0.193548387
201617,LA2,Affordable,All,All,Secondary,Mainstream,District,534,2583,0.206736353,186,2.870967742
201617,LA2,Market,All,All,Early Years,Mainstream,District,744,8300,0.089638554,1261,0.59000793
201617,LA2,Market,All,All,Post-16,Mainstream,District,413,8300,0.049759036,1261,0.327517843
201617,LA2,Market,All,All,Primary,Mainstream,District,2374,8300,0.286024096,1261,1.882632831
201617,LA2,Market,All,All,SP/Alternative,Mainstream,District,14,8300,0.001686747,1261,0.0111023
201617,LA2,Market,All,All,SP/Alternative,Special School,District,36,8300,0.004337349,1261,0.028548771
201617,LA2,Market,All,All,Secondary,Mainstream,District,1011,8300,0.121807229,1261,0.801744647
201718,LA3,Affordable,All,All,Early Years,Mainstream,District,116,1299,0.089299461,169,0.686390533
201718,LA3,Affordable,All,All,Post-16,Mainstream,District,125,1299,0.096227868,169,0.73964497
201718,LA3,Affordable,All,All,Primary,Mainstream,District,548,1299,0.421862972,169,3.24260355
201718,LA3,Affordable,All,All,SP/Alternative,Mainstream,District,9,1299,0.006928406,169,0.053254438
201718,LA3,Affordable,All,All,SP/Alternative,Special School,District,27,1299,0.020785219,169,0.159763314
201718,LA3,Affordable,All,All,Secondary,Mainstream,District,284,1299,0.218629715,169,1.680473373
201718,LA3,Market,All,All,Early Years,Mainstream,District,320,4107,0.077915754,689,0.464441219
201718,LA3,Market,All,All,Post-16,Mainstream,District,191,4107,0.046505965,689,0.277213353
201718,LA3,Market,All,All,Primary,Mainstream,District,1177,4107,0.286583881,689,1.708272859
201718,LA3,Market,All,All,SP/Alternative,Mainstream,District,8,4107,0.001947894,689,0.01161103
201718,LA3,Market,All,All,SP/Alternative,Special School,District,13,4107,0.003165327,689,0.018867925
201718,LA3,Market,All,All,Secondary,Mainstream,District,428,4107,0.10421232,689,0.621190131
201718,LA1,Affordable,All,All,Early Years,Mainstream,District,51,432,0.118055556,53,0.962264151
201718,LA1,Affordable,All,All,Post-16,Mainstream,District,38,432,0.087962963,53,0.716981132
201718,LA1,Affordable,All,All,Primary,Mainstream,District,209,432,0.483796296,53,3.943396226
201718,LA1,Affordable,All,All,SP/Alternative,Mainstream,District,3,432,0.006944444,53,0.056603774
201718,LA1,Affordable,All,All,SP/Alternative,Special School,District,7,432,0.016203704,53,0.132075472
201718,LA1,Affordable,All,All,Secondary,Mainstream,District,96,432,0.222222222,53,1.811320755
201718,LA1,Market,All,All,Early Years,Mainstream,District,112,1454,0.077028886,334,0.335329341
201718,LA1,Market,All,All,Post-16,Mainstream,District,62,1454,0.04264099,334,0.185628743
201718,LA1,Market,All,All,Primary,Mainstream,District,393,1454,0.270288858,334,1.176646707
201718,LA1,Market,All,All,SP/Alternative,Mainstream,District,2,1454,0.001375516,334,0.005988024
201718,LA1,Market,All,All,SP/Alternative,Special School,District,6,1454,0.004126547,334,0.017964072
201718,LA1,Market,All,All,Secondary,Mainstream,District,151,1454,0.103851444,334,0.452095808
201718,LA4,Affordable,All,All,Early Years,Mainstream,District,85,946,0.089852008,192,0.442708333
201718,LA4,Affordable,All,All,Post-16,Mainstream,District,57,946,0.0602537,192,0.296875
201718,LA4,Affordable,All,All,Primary,Mainstream,District,347,946,0.366807611,192,1.807291667
201718,LA4,Affordable,All,All,SP/Alternative,Mainstream,District,2,946,0.002114165,192,0.010416667
201718,LA4,Affordable,All,All,SP/Alternative,Special School,District,28,946,0.029598309,192,0.145833333
201718,LA4,Affordable,All,All,Secondary,Mainstream,District,160,946,0.169133192,192,0.833333333
201718,LA4,Market,All,All,Early Years,Mainstream,District,68,1360,0.05,426,0.159624413
201718,LA4,Market,All,All,Post-16,Mainstream,District,28,1360,0.020588235,426,0.0657277
201718,LA4,Market,All,All,Primary,Mainstream,District,191,1360,0.140441176,426,0.448356808
201718,LA4,Market,All,All,SP/Alternative,Mainstream,District,1,1360,0.000735294,426,0.002347418
201718,LA4,Market,All,All,SP/Alternative,Special School,District,4,1360,0.002941176,426,0.009389671
201718,LA4,Market,All,All,Secondary,Mainstream,District,53,1360,0.038970588,426,0.124413146
201718,LA2,Affordable,All,All,Early Years,Mainstream,District,432,2857,0.15120756,274,1.576642336
201718,LA2,Affordable,All,All,Post-16,Mainstream,District,209,2857,0.073153658,274,0.762773723
201718,LA2,Affordable,All,All,Primary,Mainstream,District,1553,2857,0.543577179,274,5.667883212
201718,LA2,Affordable,All,All,SP/Alternative,Mainstream,District,18,2857,0.006300315,274,0.065693431
201718,LA2,Affordable,All,All,SP/Alternative,Special School,District,47,2857,0.016450823,274,0.171532847
201718,LA2,Affordable,All,All,Secondary,Mainstream,District,607,2857,0.212460623,274,2.215328467
201718,LA2,Market,All,All,Early Years,Mainstream,District,773,9696,0.079723597,1396,0.553724928
201718,LA2,Market,All,All,Post-16,Mainstream,District,430,9696,0.044348185,1396,0.308022923
201718,LA2,Market,All,All,Primary,Mainstream,District,2860,9696,0.294966997,1396,2.048710602
201718,LA2,Market,All,All,SP/Alternative,Mainstream,District,19,9696,0.001959571,1396,0.013610315
201718,LA2,Market,All,All,SP/Alternative,Special School,District,48,9696,0.004950495,1396,0.034383954
201718,LA2,Market,All,All,Secondary,Mainstream,District,1253,9696,0.129228548,1396,0.89756447
201819,LA3,Affordable,All,All,Early Years,Mainstream,District,140,1379,0.101522843,80,1.75
201819,LA3,Affordable,All,All,Post-16,Mainstream,District,126,1379,0.091370558,80,1.575
201819,LA3,Affordable,All,All,Primary,Mainstream,District,594,1379,0.430746918,80,7.425
201819,LA3,Affordable,All,All,SP/Alternative,Mainstream,District,9,1379,0.006526468,80,0.1125
201819,LA3,Affordable,All,All,SP/Alternative,Special School,District,28,1379,0.020304569,80,0.35
201819,LA3,Affordable,All,All,Secondary,Mainstream,District,308,1379,0.223350254,80,3.85
201819,LA3,Market,All,All,Early Years,Mainstream,District,353,4846,0.072843582,739,0.47767253
201819,LA3,Market,All,All,Post-16,Mainstream,District,203,4846,0.041890219,739,0.274695535
201819,LA3,Market,All,All,Primary,Mainstream,District,1400,4846,0.28889806,739,1.894451962
201819,LA3,Market,All,All,SP/Alternative,Mainstream,District,6,4846,0.001238135,739,0.00811908
201819,LA3,Market,All,All,SP/Alternative,Special School,District,17,4846,0.003508048,739,0.02300406
201819,LA3,Market,All,All,Secondary,Mainstream,District,571,4846,0.117829137,739,0.772665765
201819,LA1,Affordable,All,All,Early Years,Mainstream,District,53,456,0.11622807,24,2.208333333
201819,LA1,Affordable,All,All,Post-16,Mainstream,District,42,456,0.092105263,24,1.75
201819,LA1,Affordable,All,All,Primary,Mainstream,District,220,456,0.48245614,24,9.166666667
201819,LA1,Affordable,All,All,SP/Alternative,Mainstream,District,2,456,0.004385965,24,0.083333333
201819,LA1,Affordable,All,All,SP/Alternative,Special School,District,9,456,0.019736842,24,0.375
201819,LA1,Affordable,All,All,Secondary,Mainstream,District,110,456,0.24122807,24,4.583333333
201819,LA1,Market,All,All,Early Years,Mainstream,District,125,1801,0.069405886,347,0.360230548
201819,LA1,Market,All,All,Post-16,Mainstream,District,63,1801,0.034980566,347,0.181556196
201819,LA1,Market,All,All,Primary,Mainstream,District,483,1801,0.268184342,347,1.391930836
201819,LA1,Market,All,All,SP/Alternative,Mainstream,District,1,1801,0.000555247,347,0.002881844
201819,LA1,Market,All,All,SP/Alternative,Special School,District,12,1801,0.006662965,347,0.034582133
201819,LA1,Market,All,All,Secondary,Mainstream,District,196,1801,0.108828429,347,0.564841499
201819,LA4,Affordable,All,All,Early Years,Mainstream,District,79,1049,0.075309819,103,0.766990291
201819,LA4,Affordable,All,All,Post-16,Mainstream,District,67,1049,0.063870353,103,0.650485437
201819,LA4,Affordable,All,All,Primary,Mainstream,District,365,1049,0.347950429,103,3.54368932
201819,LA4,Affordable,All,All,SP/Alternative,Mainstream,District,3,1049,0.002859867,103,0.029126214
201819,LA4,Affordable,All,All,SP/Alternative,Special School,District,37,1049,0.035271687,103,0.359223301
201819,LA4,Affordable,All,All,Secondary,Mainstream,District,165,1049,0.15729266,103,1.601941748
201819,LA4,Market,All,All,Early Years,Mainstream,District,98,1741,0.056289489,381,0.257217848
201819,LA4,Market,All,All,Post-16,Mainstream,District,30,1741,0.017231476,381,0.078740157
201819,LA4,Market,All,All,Primary,Mainstream,District,262,1741,0.150488225,381,0.687664042
201819,LA4,Market,All,All,SP/Alternative,Mainstream,District,1,1741,0.000574383,381,0.002624672
201819,LA4,Market,All,All,SP/Alternative,Special School,District,10,1741,0.005743825,381,0.026246719
201819,LA4,Market,All,All,Secondary,Mainstream,District,80,1741,0.045950603,381,0.209973753
201819,LA2,Affordable,All,All,Early Years,Mainstream,District,410,3192,0.128446115,335,1.223880597
